path,load_functions,to_arg_functions,access_callback,access_arguments,page_callback,page_arguments,delivery_callback,fit,number_parts,context,tab_parent,tab_root,title,title_callback,title_arguments,theme_callback,theme_arguments,type,description,position,weight,include_file
admin/help/pathauto,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/pathauto,pathauto,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/rdf,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/rdf,rdf,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/search_api,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/search_api,search_api,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/search_api_solr,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/search_api_solr,search_api_solr,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/shortcut,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/shortcut,shortcut,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/strongarm,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/strongarm,strongarm,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/system,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/system,system,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/taxonomy,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/taxonomy,taxonomy,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/text,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/text,text,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/token,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/token,token,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/user,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/user,user,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/xmlsitemap,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/xmlsitemap,xmlsitemap,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/index,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",system_admin_index,b'a:0:{}',,3,2,1,admin,admin,Index,t,,,a:0:{},132,,,-18,modules/system/system.admin.inc
admin/modules,b'',b'',user_access,"b'a:1:{i:0;s:18:""administer modules"";}'",drupal_get_form,"b'a:1:{i:0;s:14:""system_modules"";}'",,3,2,0,,admin/modules,Modules,t,,,a:0:{},6,Extend site functionality.,,-2,modules/system/system.admin.inc
admin/modules/list,b'',b'',user_access,"b'a:1:{i:0;s:18:""administer modules"";}'",drupal_get_form,"b'a:1:{i:0;s:14:""system_modules"";}'",,7,3,1,admin/modules,admin/modules,List,t,,,a:0:{},140,,,0,modules/system/system.admin.inc
admin/modules/list/confirm,b'',b'',user_access,"b'a:1:{i:0;s:18:""administer modules"";}'",drupal_get_form,"b'a:1:{i:0;s:14:""system_modules"";}'",,15,4,0,,admin/modules/list/confirm,List,t,,,a:0:{},4,,,0,modules/system/system.admin.inc
admin/modules/uninstall,b'',b'',user_access,"b'a:1:{i:0;s:18:""administer modules"";}'",drupal_get_form,"b'a:1:{i:0;s:24:""system_modules_uninstall"";}'",,7,3,1,admin/modules,admin/modules,Uninstall,t,,,a:0:{},132,,,20,modules/system/system.admin.inc
admin/modules/uninstall/confirm,b'',b'',user_access,"b'a:1:{i:0;s:18:""administer modules"";}'",drupal_get_form,"b'a:1:{i:0;s:24:""system_modules_uninstall"";}'",,15,4,0,,admin/modules/uninstall/confirm,Uninstall,t,,,a:0:{},4,,,0,modules/system/system.admin.inc
admin/people,b'',b'',user_access,"b'a:1:{i:0;s:16:""administer users"";}'",views_page,"b'a:2:{i:0;s:16:""admin_views_user"";i:1;s:8:""system_1"";}'",,3,2,0,,admin/people,People,t,,,a:0:{},6,"Manage user accounts, roles, and permissions.",left,-4,modules/user/user.admin.inc
admin/people/create,b'',b'',user_access,"b'a:1:{i:0;s:16:""administer users"";}'",user_admin,"b'a:1:{i:0;s:6:""create"";}'",,7,3,1,admin/people,admin/people,Add user,t,,,a:0:{},388,,,0,modules/user/user.admin.inc
admin/people/people,b'',b'',user_access,"b'a:1:{i:0;s:16:""administer users"";}'",user_admin,"b'a:1:{i:0;s:4:""list"";}'",,7,3,1,admin/people,admin/people,List,t,,,a:0:{},140,Find and manage people interacting with your site.,,-10,modules/user/user.admin.inc
admin/people/permissions,b'',b'',user_access,"b'a:1:{i:0;s:22:""administer permissions"";}'",drupal_get_form,"b'a:1:{i:0;s:22:""user_admin_permissions"";}'",,7,3,1,admin/people,admin/people,Permissions,t,,,a:0:{},132,Determine access to features by selecting permissions for roles.,,0,modules/user/user.admin.inc
admin/people/permissions/list,b'',b'',user_access,"b'a:1:{i:0;s:22:""administer permissions"";}'",drupal_get_form,"b'a:1:{i:0;s:22:""user_admin_permissions"";}'",,15,4,1,admin/people/permissions,admin/people,Permissions,t,,,a:0:{},140,Determine access to features by selecting permissions for roles.,,-8,modules/user/user.admin.inc
admin/people/permissions/roles,b'',b'',user_access,"b'a:1:{i:0;s:22:""administer permissions"";}'",drupal_get_form,"b'a:1:{i:0;s:16:""user_admin_roles"";}'",,15,4,1,admin/people/permissions,admin/people,Roles,t,,,a:0:{},132,"List, edit, or add user roles.",,-5,modules/user/user.admin.inc
admin/people/permissions/roles/delete/%,"b'a:1:{i:5;s:14:""user_role_load"";}'",b'',user_role_edit_access,b'a:1:{i:0;i:5;}',drupal_get_form,"b'a:2:{i:0;s:30:""user_admin_role_delete_confirm"";i:1;i:5;}'",,62,6,0,,admin/people/permissions/roles/delete/%,Delete role,t,,,a:0:{},6,,,0,modules/user/user.admin.inc
admin/people/permissions/roles/edit/%,"b'a:1:{i:5;s:14:""user_role_load"";}'",b'',user_role_edit_access,b'a:1:{i:0;i:5;}',drupal_get_form,"b'a:2:{i:0;s:15:""user_admin_role"";i:1;i:5;}'",,62,6,0,,admin/people/permissions/roles/edit/%,Edit role,t,,,a:0:{},6,,,0,modules/user/user.admin.inc
admin/reports,b'',b'',user_access,"b'a:1:{i:0;s:19:""access site reports"";}'",system_admin_menu_block_page,b'a:0:{}',,3,2,0,,admin/reports,Reports,t,,,a:0:{},6,"View reports, updates, and errors.",left,5,modules/system/system.admin.inc
admin/reports/access-denied,b'',b'',user_access,"b'a:1:{i:0;s:19:""access site reports"";}'",dblog_top,"b'a:1:{i:0;s:13:""access denied"";}'",,7,3,0,,admin/reports/access-denied,Top 'access denied' errors,t,,,a:0:{},6,View 'access denied' errors (403s).,,0,modules/dblog/dblog.admin.inc
admin/reports/dblog,b'',b'',user_access,"b'a:1:{i:0;s:19:""access site reports"";}'",dblog_overview,b'a:0:{}',,7,3,0,,admin/reports/dblog,Recent log messages,t,,,a:0:{},6,View events that have recently been logged.,,-1,modules/dblog/dblog.admin.inc
admin/reports/event/%,b'a:1:{i:3;N;}',b'',user_access,"b'a:1:{i:0;s:19:""access site reports"";}'",dblog_event,b'a:1:{i:0;i:3;}',,14,4,0,,admin/reports/event/%,Details,t,,,a:0:{},6,,,0,modules/dblog/dblog.admin.inc
admin/reports/page-not-found,b'',b'',user_access,"b'a:1:{i:0;s:19:""access site reports"";}'",dblog_top,"b'a:1:{i:0;s:14:""page not found"";}'",,7,3,0,,admin/reports/page-not-found,Top 'page not found' errors,t,,,a:0:{},6,View 'page not found' errors (404s).,,0,modules/dblog/dblog.admin.inc
admin/reports/status,b'',b'',user_access,"b'a:1:{i:0;s:29:""administer site configuration"";}'",system_status,b'a:0:{}',,7,3,0,,admin/reports/status,Status report,t,,,a:0:{},6,Get a status report about your site's operation and any detected problems.,,-60,modules/system/system.admin.inc
admin/reports/status/php,b'',b'',user_access,"b'a:1:{i:0;s:29:""administer site configuration"";}'",system_php,b'a:0:{}',,15,4,0,,admin/reports/status/php,PHP,t,,,a:0:{},0,,,0,modules/system/system.admin.inc
admin/reports/status/rebuild,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",drupal_get_form,"b'a:1:{i:0;s:30:""node_configure_rebuild_confirm"";}'",,15,4,0,,admin/reports/status/rebuild,Rebuild permissions,t,,,a:0:{},0,,,0,modules/node/node.admin.inc
admin/reports/status/run-cron,b'',b'',user_access,"b'a:1:{i:0;s:29:""administer site configuration"";}'",system_run_cron,b'a:0:{}',,15,4,0,,admin/reports/status/run-cron,Run cron,t,,,a:0:{},0,,,0,modules/system/system.admin.inc
admin/structure,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",system_admin_menu_block_page,b'a:0:{}',,3,2,0,,admin/structure,Structure,t,,,a:0:{},6,"Administer blocks, content types, menus, etc.",right,-8,modules/system/system.admin.inc
admin/structure/block,b'',b'',user_access,"b'a:1:{i:0;s:17:""administer blocks"";}'",block_admin_display,"b'a:1:{i:0;s:13:""haskala_theme"";}'",,7,3,0,,admin/structure/block,Blocks,t,,,a:0:{},6,Configure what block content appears in your site's sidebars and other regions.,,0,modules/block/block.admin.inc
admin/structure/block/add,b'',b'',user_access,"b'a:1:{i:0;s:17:""administer blocks"";}'",drupal_get_form,"b'a:1:{i:0;s:20:""block_add_block_form"";}'",,15,4,1,admin/structure/block,admin/structure/block,Add block,t,,,a:0:{},388,,,0,modules/block/block.admin.inc
admin/structure/block/demo/bartik,b'',b'',_block_themes_access,"b'a:1:{i:0;O:8:""stdClass"":12:{s:8:""filename"";s:25:""themes/bartik/bartik.info"";s:4:""name"";s:6:""bartik"";s:4:""type"";s:5:""theme"";s:5:""owner"";s:45:""themes/engines/phptemplate/phptemplate.engine"";s:6:""status"";s:1:""0"";s:9:""bootstrap"";s:1:""0"";s:14:""schema_version"";s:2:""-1"";s:6:""weight"";s:1:""0"";s:4:""info"";a:16:{s:4:""name"";s:6:""Bartik"";s:11:""description"";s:48:""A flexible, recolorable theme with many regions."";s:7:""package"";s:4:""Core"";s:7:""version"";s:4:""7.36"";s:4:""core"";s:3:""7.x"";s:11:""stylesheets"";a:2:{s:3:""all"";a:3:{s:14:""css/layout.css"";s:28:""themes/bartik/css/layout.css"";s:13:""css/style.css"";s:27:""themes/bartik/css/style.css"";s:14:""css/colors.css"";s:28:""themes/bartik/css/colors.css"";}s:5:""print"";a:1:{s:13:""css/print.css"";s:27:""themes/bartik/css/print.css"";}}s:7:""regions"";a:17:{s:6:""header"";s:6:""Header"";s:4:""help"";s:4:""Help"";s:8:""page_top"";s:8:""Page top"";s:11:""page_bottom"";s:11:""Page bottom"";s:11:""highlighted"";s:11:""Highlighted"";s:8:""featured"";s:8:""Featured"";s:7:""content"";s:7:""Content"";s:13:""sidebar_first"";s:13:""Sidebar first"";s:14:""sidebar_second"";s:14:""Sidebar second"";s:14:""triptych_first"";s:14:""Triptych first"";s:15:""triptych_middle"";s:15:""Triptych middle"";s:13:""triptych_last"";s:13:""Triptych last"";s:18:""footer_firstcolumn"";s:19:""Footer first column"";s:19:""footer_secondcolumn"";s:20:""Footer second column"";s:18:""footer_thirdcolumn"";s:19:""Footer third column"";s:19:""footer_fourthcolumn"";s:20:""Footer fourth column"";s:6:""footer"";s:6:""Footer"";}s:8:""settings"";a:1:{s:20:""shortcut_module_link"";s:1:""0"";}s:6:""engine"";s:11:""phptemplate"";s:8:""features"";a:9:{i:0;s:4:""logo"";i:1;s:7:""favicon"";i:2;s:4:""name"";i:3;s:6:""slogan"";i:4;s:17:""node_user_picture"";i:5;s:20:""comment_user_picture"";i:6;s:25:""comment_user_verification"";i:7;s:9:""main_menu"";i:8;s:14:""secondary_menu"";}s:10:""screenshot"";s:28:""themes/bartik/screenshot.png"";s:3:""php"";s:5:""5.2.4"";s:7:""scripts"";a:0:{}s:5:""mtime"";i:1428502207;s:14:""regions_hidden"";a:2:{i:0;s:8:""page_top"";i:1;s:11:""page_bottom"";}s:28:""overlay_supplemental_regions"";a:1:{i:0;s:11:""page_bottom"";}}s:6:""prefix"";s:11:""phptemplate"";s:11:""stylesheets"";a:2:{s:3:""all"";a:3:{s:14:""css/layout.css"";s:28:""themes/bartik/css/layout.css"";s:13:""css/style.css"";s:27:""themes/bartik/css/style.css"";s:14:""css/colors.css"";s:28:""themes/bartik/css/colors.css"";}s:5:""print"";a:1:{s:13:""css/print.css"";s:27:""themes/bartik/css/print.css"";}}s:6:""engine"";s:11:""phptemplate"";}}'",block_admin_demo,"b'a:1:{i:0;s:6:""bartik"";}'",,31,5,0,,admin/structure/block/demo/bartik,Bartik,t,,_block_custom_theme,"a:1:{i:0;s:6:""bartik"";}",0,,,0,modules/block/block.admin.inc
admin/structure/block/demo/bootstrap,b'',b'',_block_themes_access,"b'a:1:{i:0;O:8:""stdClass"":12:{s:8:""filename"";s:56:""profiles/haskala/themes/contrib/bootstrap/bootstrap.info"";s:4:""name"";s:9:""bootstrap"";s:4:""type"";s:5:""theme"";s:5:""owner"";s:45:""themes/engines/phptemplate/phptemplate.engine"";s:6:""status"";s:1:""0"";s:9:""bootstrap"";s:1:""0"";s:14:""schema_version"";s:2:""-1"";s:6:""weight"";s:1:""0"";s:4:""info"";a:19:{s:4:""name"";s:9:""Bootstrap"";s:11:""description"";s:115:""Built to use Bootstrap, a sleek, intuitive, and powerful front-end framework for faster and easier web development."";s:4:""core"";s:3:""7.x"";s:7:""regions"";a:10:{s:10:""navigation"";s:10:""Navigation"";s:6:""header"";s:7:""Top Bar"";s:11:""highlighted"";s:11:""Highlighted"";s:4:""help"";s:4:""Help"";s:7:""content"";s:7:""Content"";s:13:""sidebar_first"";s:7:""Primary"";s:14:""sidebar_second"";s:9:""Secondary"";s:6:""footer"";s:6:""Footer"";s:8:""page_top"";s:8:""Page top"";s:11:""page_bottom"";s:11:""Page bottom"";}s:8:""settings"";a:38:{s:20:""bootstrap_breadcrumb"";s:1:""1"";s:25:""bootstrap_breadcrumb_home"";s:1:""0"";s:26:""bootstrap_breadcrumb_title"";s:1:""1"";s:25:""bootstrap_navbar_position"";s:0:"""";s:24:""bootstrap_navbar_inverse"";s:1:""0"";s:32:""bootstrap_region_well-navigation"";s:0:"""";s:28:""bootstrap_region_well-header"";s:0:"""";s:33:""bootstrap_region_well-highlighted"";s:0:"""";s:26:""bootstrap_region_well-help"";s:0:"""";s:29:""bootstrap_region_well-content"";s:0:"""";s:35:""bootstrap_region_well-sidebar_first"";s:4:""well"";s:36:""bootstrap_region_well-sidebar_second"";s:0:"""";s:28:""bootstrap_region_well-footer"";s:0:"""";s:21:""bootstrap_anchors_fix"";s:1:""1"";s:34:""bootstrap_anchors_smooth_scrolling"";s:1:""1"";s:25:""bootstrap_popover_enabled"";s:1:""1"";s:27:""bootstrap_popover_animation"";s:1:""1"";s:22:""bootstrap_popover_html"";s:1:""0"";s:27:""bootstrap_popover_placement"";s:5:""right"";s:26:""bootstrap_popover_selector"";s:0:"""";s:25:""bootstrap_popover_trigger"";a:3:{s:7:""\'hover\'"";s:1:""0"";s:7:""\'focus\'"";s:1:""0"";s:7:""\'click\'"";s:5:""click"";}s:23:""bootstrap_popover_title"";s:0:"""";s:25:""bootstrap_popover_content"";s:0:"""";s:23:""bootstrap_popover_delay"";s:1:""0"";s:27:""bootstrap_popover_container"";s:4:""body"";s:25:""bootstrap_tooltip_enabled"";s:1:""1"";s:30:""bootstrap_tooltip_descriptions"";s:1:""1"";s:27:""bootstrap_tooltip_animation"";s:1:""1"";s:22:""bootstrap_tooltip_html"";s:1:""0"";s:27:""bootstrap_tooltip_placement"";s:9:""auto left"";s:26:""bootstrap_tooltip_selector"";s:0:"""";s:25:""bootstrap_tooltip_trigger"";a:3:{s:7:""\'hover\'"";s:5:""hover"";s:7:""\'focus\'"";s:5:""focus"";s:7:""\'click\'"";s:1:""0"";}s:23:""bootstrap_tooltip_delay"";s:1:""0"";s:27:""bootstrap_tooltip_container"";s:4:""body"";s:13:""bootstrap_cdn"";s:5:""3.0.2"";s:20:""bootstrap_bootswatch"";s:0:"""";s:11:""toggle_name"";s:1:""1"";s:13:""toggle_search"";s:1:""1"";}s:7:""exclude"";a:1:{s:3:""css"";a:25:{i:0;s:22:""misc/vertical-tabs.css"";i:1;s:33:""modules/aggregator/aggregator.css"";i:2;s:21:""modules/book/book.css"";i:3;s:27:""modules/comment/comment.css"";i:4;s:23:""modules/dblog/dblog.css"";i:5;s:21:""modules/file/file.css"";i:6;s:25:""modules/filter/filter.css"";i:7;s:23:""modules/forum/forum.css"";i:8;s:21:""modules/help/help.css"";i:9;s:21:""modules/menu/menu.css"";i:10;s:21:""modules/node/node.css"";i:11;s:25:""modules/openid/openid.css"";i:12;s:21:""modules/poll/poll.css"";i:13;s:25:""modules/search/search.css"";i:14;s:33:""modules/statistics/statistics.css"";i:15;s:25:""modules/syslog/syslog.css"";i:16;s:30:""modules/system/maintenance.css"";i:17;s:37:""modules/system/system.maintenance.css"";i:18;s:31:""modules/system/system.menus.css"";i:19;s:34:""modules/system/system.messages.css"";i:20;s:31:""modules/system/system.theme.css"";i:21;s:29:""modules/taxonomy/taxonomy.css"";i:22;s:27:""modules/tracker/tracker.css"";i:23;s:25:""modules/update/update.css"";i:24;s:21:""modules/user/user.css"";}}s:23:""simplytest_dependencies"";a:1:{i:0;s:13:""jquery_update"";}s:7:""version"";s:7:""7.x-3.0"";s:7:""project"";s:9:""bootstrap"";s:9:""datestamp"";s:10:""1384678107"";s:6:""engine"";s:11:""phptemplate"";s:8:""features"";a:9:{i:0;s:4:""logo"";i:1;s:7:""favicon"";i:2;s:4:""name"";i:3;s:6:""slogan"";i:4;s:17:""node_user_picture"";i:5;s:20:""comment_user_picture"";i:6;s:25:""comment_user_verification"";i:7;s:9:""main_menu"";i:8;s:14:""secondary_menu"";}s:10:""screenshot"";s:56:""profiles/haskala/themes/contrib/bootstrap/screenshot.png"";s:3:""php"";s:5:""5.2.4"";s:11:""stylesheets"";a:0:{}s:7:""scripts"";a:0:{}s:5:""mtime"";i:1428502207;s:14:""regions_hidden"";a:2:{i:0;s:8:""page_top"";i:1;s:11:""page_bottom"";}s:28:""overlay_supplemental_regions"";a:1:{i:0;s:11:""page_bottom"";}}s:6:""prefix"";s:11:""phptemplate"";s:10:""sub_themes"";a:1:{s:13:""haskala_theme"";s:27:""Haskala Bootstrap Sub-theme"";}s:6:""engine"";s:11:""phptemplate"";}}'",block_admin_demo,"b'a:1:{i:0;s:9:""bootstrap"";}'",,31,5,0,,admin/structure/block/demo/bootstrap,Bootstrap,t,,_block_custom_theme,"a:1:{i:0;s:9:""bootstrap"";}",0,,,0,modules/block/block.admin.inc
admin/structure/block/demo/garland,b'',b'',_block_themes_access,"b'a:1:{i:0;O:8:""stdClass"":12:{s:8:""filename"";s:27:""themes/garland/garland.info"";s:4:""name"";s:7:""garland"";s:4:""type"";s:5:""theme"";s:5:""owner"";s:45:""themes/engines/phptemplate/phptemplate.engine"";s:6:""status"";s:1:""0"";s:9:""bootstrap"";s:1:""0"";s:14:""schema_version"";s:2:""-1"";s:6:""weight"";s:1:""0"";s:4:""info"";a:16:{s:4:""name"";s:7:""Garland"";s:11:""description"";s:111:""A multi-column theme which can be configured to modify colors and switch between fixed and fluid width layouts."";s:7:""package"";s:4:""Core"";s:7:""version"";s:4:""7.36"";s:4:""core"";s:3:""7.x"";s:11:""stylesheets"";a:2:{s:3:""all"";a:1:{s:9:""style.css"";s:24:""themes/garland/style.css"";}s:5:""print"";a:1:{s:9:""print.css"";s:24:""themes/garland/print.css"";}}s:8:""settings"";a:1:{s:13:""garland_width"";s:5:""fluid"";}s:6:""engine"";s:11:""phptemplate"";s:7:""regions"";a:9:{s:13:""sidebar_first"";s:12:""Left sidebar"";s:14:""sidebar_second"";s:13:""Right sidebar"";s:7:""content"";s:7:""Content"";s:6:""header"";s:6:""Header"";s:6:""footer"";s:6:""Footer"";s:11:""highlighted"";s:11:""Highlighted"";s:4:""help"";s:4:""Help"";s:8:""page_top"";s:8:""Page top"";s:11:""page_bottom"";s:11:""Page bottom"";}s:8:""features"";a:9:{i:0;s:4:""logo"";i:1;s:7:""favicon"";i:2;s:4:""name"";i:3;s:6:""slogan"";i:4;s:17:""node_user_picture"";i:5;s:20:""comment_user_picture"";i:6;s:25:""comment_user_verification"";i:7;s:9:""main_menu"";i:8;s:14:""secondary_menu"";}s:10:""screenshot"";s:29:""themes/garland/screenshot.png"";s:3:""php"";s:5:""5.2.4"";s:7:""scripts"";a:0:{}s:5:""mtime"";i:1428502207;s:14:""regions_hidden"";a:2:{i:0;s:8:""page_top"";i:1;s:11:""page_bottom"";}s:28:""overlay_supplemental_regions"";a:1:{i:0;s:11:""page_bottom"";}}s:6:""prefix"";s:11:""phptemplate"";s:11:""stylesheets"";a:2:{s:3:""all"";a:1:{s:9:""style.css"";s:24:""themes/garland/style.css"";}s:5:""print"";a:1:{s:9:""print.css"";s:24:""themes/garland/print.css"";}}s:6:""engine"";s:11:""phptemplate"";}}'",block_admin_demo,"b'a:1:{i:0;s:7:""garland"";}'",,31,5,0,,admin/structure/block/demo/garland,Garland,t,,_block_custom_theme,"a:1:{i:0;s:7:""garland"";}",0,,,0,modules/block/block.admin.inc
admin/structure/block/demo/haskala_theme,b'',b'',_block_themes_access,"b'a:1:{i:0;O:8:""stdClass"":14:{s:8:""filename"";s:63:""profiles/haskala/themes/custom/haskala_theme/haskala_theme.info"";s:4:""name"";s:13:""haskala_theme"";s:4:""type"";s:5:""theme"";s:5:""owner"";s:45:""themes/engines/phptemplate/phptemplate.engine"";s:6:""status"";s:1:""1"";s:9:""bootstrap"";s:1:""0"";s:14:""schema_version"";s:2:""-1"";s:6:""weight"";s:1:""0"";s:4:""info"";a:16:{s:4:""name"";s:27:""Haskala Bootstrap Sub-theme"";s:11:""description"";s:22:""A Bootstrap Sub-theme."";s:4:""core"";s:3:""7.x"";s:10:""base theme"";s:9:""bootstrap"";s:7:""regions"";a:10:{s:10:""navigation"";s:10:""Navigation"";s:6:""header"";s:7:""Top Bar"";s:11:""highlighted"";s:11:""Highlighted"";s:4:""help"";s:4:""Help"";s:7:""content"";s:7:""Content"";s:13:""sidebar_first"";s:7:""Primary"";s:14:""sidebar_second"";s:9:""Secondary"";s:6:""footer"";s:6:""Footer"";s:8:""page_top"";s:8:""Page top"";s:11:""page_bottom"";s:11:""Page bottom"";}s:11:""stylesheets"";a:1:{s:3:""all"";a:2:{s:39:""../../../libraries/haskala/css/main.css"";s:84:""profiles/haskala/themes/custom/haskala_theme/../../../libraries/haskala/css/main.css"";s:44:""../../../libraries/haskala/css/ie_gte_10.css"";s:89:""profiles/haskala/themes/custom/haskala_theme/../../../libraries/haskala/css/ie_gte_10.css"";}}s:7:""plugins"";a:1:{s:6:""panels"";a:1:{s:7:""layouts"";s:7:""layouts"";}}s:8:""settings"";a:1:{s:25:""bootstrap_tooltip_enabled"";s:1:""0"";}s:6:""engine"";s:11:""phptemplate"";s:8:""features"";a:9:{i:0;s:4:""logo"";i:1;s:7:""favicon"";i:2;s:4:""name"";i:3;s:6:""slogan"";i:4;s:17:""node_user_picture"";i:5;s:20:""comment_user_picture"";i:6;s:25:""comment_user_verification"";i:7;s:9:""main_menu"";i:8;s:14:""secondary_menu"";}s:10:""screenshot"";s:59:""profiles/haskala/themes/custom/haskala_theme/screenshot.png"";s:3:""php"";s:5:""5.2.4"";s:7:""scripts"";a:0:{}s:5:""mtime"";i:1428502207;s:14:""regions_hidden"";a:2:{i:0;s:8:""page_top"";i:1;s:11:""page_bottom"";}s:28:""overlay_supplemental_regions"";a:1:{i:0;s:11:""page_bottom"";}}s:11:""base_themes"";a:1:{s:9:""bootstrap"";s:9:""Bootstrap"";}s:6:""prefix"";s:11:""phptemplate"";s:11:""stylesheets"";a:1:{s:3:""all"";a:2:{s:39:""../../../libraries/haskala/css/main.css"";s:84:""profiles/haskala/themes/custom/haskala_theme/../../../libraries/haskala/css/main.css"";s:44:""../../../libraries/haskala/css/ie_gte_10.css"";s:89:""profiles/haskala/themes/custom/haskala_theme/../../../libraries/haskala/css/ie_gte_10.css"";}}s:6:""engine"";s:11:""phptemplate"";s:10:""base_theme"";s:9:""bootstrap"";}}'",block_admin_demo,"b'a:1:{i:0;s:13:""haskala_theme"";}'",,31,5,0,,admin/structure/block/demo/haskala_theme,Haskala Bootstrap Sub-theme,t,,_block_custom_theme,"a:1:{i:0;s:13:""haskala_theme"";}",0,,,0,modules/block/block.admin.inc
admin/structure/block/demo/seven,b'',b'',_block_themes_access,"b'a:1:{i:0;O:8:""stdClass"":12:{s:8:""filename"";s:23:""themes/seven/seven.info"";s:4:""name"";s:5:""seven"";s:4:""type"";s:5:""theme"";s:5:""owner"";s:45:""themes/engines/phptemplate/phptemplate.engine"";s:6:""status"";s:1:""1"";s:9:""bootstrap"";s:1:""0"";s:14:""schema_version"";s:2:""-1"";s:6:""weight"";s:1:""0"";s:4:""info"";a:16:{s:4:""name"";s:5:""Seven"";s:11:""description"";s:65:""A simple one-column, tableless, fluid width administration theme."";s:7:""package"";s:4:""Core"";s:7:""version"";s:4:""7.36"";s:4:""core"";s:3:""7.x"";s:11:""stylesheets"";a:1:{s:6:""screen"";a:2:{s:9:""reset.css"";s:22:""themes/seven/reset.css"";s:9:""style.css"";s:22:""themes/seven/style.css"";}}s:8:""settings"";a:1:{s:20:""shortcut_module_link"";s:1:""1"";}s:7:""regions"";a:5:{s:7:""content"";s:7:""Content"";s:4:""help"";s:4:""Help"";s:8:""page_top"";s:8:""Page top"";s:11:""page_bottom"";s:11:""Page bottom"";s:13:""sidebar_first"";s:13:""First sidebar"";}s:14:""regions_hidden"";a:3:{i:0;s:13:""sidebar_first"";i:1;s:8:""page_top"";i:2;s:11:""page_bottom"";}s:6:""engine"";s:11:""phptemplate"";s:8:""features"";a:9:{i:0;s:4:""logo"";i:1;s:7:""favicon"";i:2;s:4:""name"";i:3;s:6:""slogan"";i:4;s:17:""node_user_picture"";i:5;s:20:""comment_user_picture"";i:6;s:25:""comment_user_verification"";i:7;s:9:""main_menu"";i:8;s:14:""secondary_menu"";}s:10:""screenshot"";s:27:""themes/seven/screenshot.png"";s:3:""php"";s:5:""5.2.4"";s:7:""scripts"";a:0:{}s:5:""mtime"";i:1428502207;s:28:""overlay_supplemental_regions"";a:1:{i:0;s:11:""page_bottom"";}}s:6:""prefix"";s:11:""phptemplate"";s:11:""stylesheets"";a:1:{s:6:""screen"";a:2:{s:9:""reset.css"";s:22:""themes/seven/reset.css"";s:9:""style.css"";s:22:""themes/seven/style.css"";}}s:6:""engine"";s:11:""phptemplate"";}}'",block_admin_demo,"b'a:1:{i:0;s:5:""seven"";}'",,31,5,0,,admin/structure/block/demo/seven,Seven,t,,_block_custom_theme,"a:1:{i:0;s:5:""seven"";}",0,,,0,modules/block/block.admin.inc
